HGNC ID	Status	Approved symbol	Approved name	Previous symbol	Ensembl gene ID	NCBI gene ID
HGNC:26063	Approved	OXSM	3-oxoacyl-ACP synthase, mitochondrial		ENSG00000151093	54995
HGNC:8508	Approved	OXSR1	oxidative stress responsive kinase 1	OSR1	ENSG00000172939	9943
HGNC:8528	Approved	OXT	oxytocin/neurophysin I prepropeptide	OT	ENSG00000101405	5020
HGNC:8529	Approved	OXTR	oxytocin receptor		ENSG00000180914	5021
HGNC:8533	Approved	P2RX1	purinergic receptor P2X 1		ENSG00000108405	5023
HGNC:15459	Approved	P2RX2	purinergic receptor P2X 2	DFNA41	ENSG00000187848	22953
HGNC:8534	Approved	P2RX3	purinergic receptor P2X 3		ENSG00000109991	5024
HGNC:8535	Approved	P2RX4	purinergic receptor P2X 4		ENSG00000135124	5025
HGNC:8536	Approved	P2RX5	purinergic receptor P2X 5		ENSG00000083454	5026
HGNC:49191	Approved	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)		ENSG00000257950	100533970
HGNC:8538	Approved	P2RX6	purinergic receptor P2X 6	P2RXL1	ENSG00000099957	9127
HGNC:34076	Approved	P2RX6P	purinergic receptor P2X 6 pseudogene		ENSG00000206145	440799
HGNC:8537	Approved	P2RX7	purinergic receptor P2X 7		ENSG00000089041	5027
HGNC:8539	Approved	P2RY1	purinergic receptor P2Y1		ENSG00000169860	5028
HGNC:8541	Approved	P2RY2	purinergic receptor P2Y2		ENSG00000175591	5029
HGNC:8542	Approved	P2RY4	pyrimidinergic receptor P2Y4		ENSG00000186912	5030
HGNC:8543	Approved	P2RY6	pyrimidinergic receptor P2Y6		ENSG00000171631	5031
HGNC:15524	Approved	P2RY8	P2Y receptor family member 8		ENSG00000182162	286530
HGNC:19906	Approved	P2RY10	P2Y receptor family member 10		ENSG00000078589	27334
HGNC:32924	Approved	P2RY10BP	P2Y receptor family member 10B, pseudogene	P2RY10P2	ENSG00000232168	449518
HGNC:19063	Approved	P2RY10P1	P2Y receptor family member 10 pseudogene 1			654813
HGNC:8540	Approved	P2RY11	purinergic receptor P2Y11		ENSG00000244165	5032
HGNC:18124	Approved	P2RY12	purinergic receptor P2Y12		ENSG00000169313	64805
HGNC:4537	Approved	P2RY13	purinergic receptor P2Y13	GPR94	ENSG00000181631	53829
HGNC:4537	Approved	P2RY13	purinergic receptor P2Y13	GPR86	ENSG00000181631	53829
HGNC:16442	Approved	P2RY14	purinergic receptor P2Y14	GPR105	ENSG00000174944	9934
HGNC:19316	Approved	P3H1	prolyl 3-hydroxylase 1	LEPRE1	ENSG00000117385	64175
HGNC:19317	Approved	P3H2	prolyl 3-hydroxylase 2	LEPREL1	ENSG00000090530	55214
HGNC:40886	Approved	P3H2-AS1	P3H2 antisense RNA 1	LEPREL1-AS1	ENSG00000225764	101929152
HGNC:19318	Approved	P3H3	prolyl 3-hydroxylase 3	LEPREL2	ENSG00000110811	10536
HGNC:16946	Approved	P3H4	prolyl 3-hydroxylase family member 4 (inactive)	LEPREL4	ENSG00000141696	10609
HGNC:53451	Approved	P3R3URF	PIK3R3 upstream reading frame		ENSG00000250719	110117498
HGNC:8546	Approved	P4HA1	prolyl 4-hydroxylase subunit alpha 1	P4HA	ENSG00000122884	5033
HGNC:8547	Approved	P4HA2	prolyl 4-hydroxylase subunit alpha 2		ENSG00000072682	8974
HGNC:43560	Approved	P4HA2-AS1	P4HA2 antisense RNA 1		ENSG00000237714	100861518
HGNC:30135	Approved	P4HA3	prolyl 4-hydroxylase subunit alpha 3		ENSG00000149380	283208
HGNC:53160	Approved	P4HA3-AS1	P4HA3 antisense RNA 1		ENSG00000246211	101928580
HGNC:8548	Approved	P4HB	prolyl 4-hydroxylase subunit beta	PO4DB	ENSG00000185624	5034
HGNC:8548	Approved	P4HB	prolyl 4-hydroxylase subunit beta	ERBA2L	ENSG00000185624	5034
HGNC:28858	Approved	P4HTM	prolyl 4-hydroxylase, transmembrane		ENSG00000178467	54681
HGNC:8532	Entry Withdrawn	P200	p200 cell surface protein			
HGNC:8550	Approved	PA2G4	proliferation-associated 2G4		ENSG00000170515	5036
HGNC:8551	Approved	PA2G4P1	proliferation-associated 2G4 pseudogene 1	PA2G4P	ENSG00000237828	389884
HGNC:16531	Approved	PA2G4P2	proliferation-associated 2G4 pseudogene 2		ENSG00000235698	170533
HGNC:31731	Approved	PA2G4P3	proliferation-associated 2G4 pseudogene 3		ENSG00000263405	619212
HGNC:32217	Approved	PA2G4P4	proliferation-associated 2G4 pseudogene 4		ENSG00000230457	647033
HGNC:32218	Approved	PA2G4P5	proliferation-associated 2G4 pseudogene 5			389424
HGNC:32219	Approved	PA2G4P6	proliferation-associated 2G4 pseudogene 6		ENSG00000231799	646083
HGNC:25687	Approved	PAAF1	proteasomal ATPase associated factor 1	WDR71	ENSG00000175575	80227
HGNC:8554	Approved	PABPC1	poly(A) binding protein cytoplasmic 1	PAB1	ENSG00000070756	26986
HGNC:8554	Approved	PABPC1	poly(A) binding protein cytoplasmic 1	PABPC2	ENSG00000070756	26986
HGNC:15797	Approved	PABPC1L	poly(A) binding protein cytoplasmic 1 like	C20orf119	ENSG00000101104	80336
HGNC:27989	Approved	PABPC1L2A	poly(A) binding protein cytoplasmic 1 like 2A	RBM32A	ENSG00000186288	340529
HGNC:31852	Approved	PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B	RBM32B	ENSG00000184388	645974
HGNC:50345	Approved	PABPC1L2B-AS1	PABPC1L2B antisense RNA 1 (head to head)		ENSG00000226725	101928345
HGNC:8558	Approved	PABPC1P1	poly(A) binding protein cytoplasmic 1 pseudogene 1	PABPCP1	ENSG00000231707	26980
HGNC:8559	Approved	PABPC1P2	poly(A) binding protein cytoplasmic 1 pseudogene 2	PABPCP4	ENSG00000198526	728773
HGNC:8559	Approved	PABPC1P2	poly(A) binding protein cytoplasmic 1 pseudogene 2	PABPCP2	ENSG00000198526	728773
HGNC:8560	Approved	PABPC1P3	poly(A) binding protein cytoplasmic 1 pseudogene 3	PABPCP3	ENSG00000230673	26978
HGNC:8563	Approved	PABPC1P4	poly(A) binding protein cytoplasmic 1 pseudogene 4	PABPL2	ENSG00000255642	341315
HGNC:8563	Approved	PABPC1P4	poly(A) binding protein cytoplasmic 1 pseudogene 4	PABPCP5	ENSG00000255642	341315
HGNC:37985	Approved	PABPC1P5	poly(A) binding protein cytoplasmic 1 pseudogene 5		ENSG00000270455	100131374
HGNC:37986	Approved	PABPC1P6	poly(A) binding protein cytoplasmic 1 pseudogene 6		ENSG00000227497	100128696
HGNC:37987	Approved	PABPC1P7	poly(A) binding protein cytoplasmic 1 pseudogene 7		ENSG00000250651	100128183
HGNC:37988	Approved	PABPC1P8	poly(A) binding protein cytoplasmic 1 pseudogene 8		ENSG00000228755	100132766
HGNC:37991	Approved	PABPC1P9	poly(A) binding protein cytoplasmic 1 pseudogene 9		ENSG00000229658	100130338
HGNC:37992	Approved	PABPC1P10	poly(A) binding protein cytoplasmic 1 pseudogene 10	PABPL1	ENSG00000239443	285314
HGNC:37993	Approved	PABPC1P11	poly(A) binding protein cytoplasmic 1 pseudogene 11		ENSG00000228810	100421058
HGNC:37994	Approved	PABPC1P12	poly(A) binding protein cytoplasmic 1 pseudogene 12		ENSG00000225638	100129604
HGNC:37995	Approved	PABPC1P13	poly(A) binding protein cytoplasmic 1 pseudogene 13		ENSG00000260307	644758
HGNC:8556	Approved	PABPC3	poly(A) binding protein cytoplasmic 3	PABPL3	ENSG00000151846	5042
HGNC:8557	Approved	PABPC4	poly(A) binding protein cytoplasmic 4		ENSG00000090621	8761
HGNC:40424	Approved	PABPC4-AS1	PABPC4 antisense RNA 1		ENSG00000228060	101929516
HGNC:31955	Approved	PABPC4L	poly(A) binding protein cytoplasmic 4 like		ENSG00000254535	132430
HGNC:13629	Approved	PABPC5	poly(A) binding protein cytoplasmic 5		ENSG00000174740	140886
HGNC:31845	Approved	PABPC5-AS1	PABPC5 antisense RNA 1	CXorf46	ENSG00000234161	102724167
HGNC:8565	Approved	PABPN1	poly(A) binding protein nuclear 1	OPMD	ENSG00000100836	8106
HGNC:8565	Approved	PABPN1	poly(A) binding protein nuclear 1	PABP2	ENSG00000100836	8106
HGNC:37237	Approved	PABPN1L	PABPN1 like, cytoplasmic		ENSG00000205022	390748
HGNC:8566	Approved	PABX	pseudoautosomal boundary region, X-linked			5043
HGNC:8567	Approved	PABY	pseudoautosomal boundary region, Y-linked			5044
HGNC:25593	Approved	PACC1	proton activated chloride channel 1	C1orf75	ENSG00000065600	55248
HGNC:25593	Approved	PACC1	proton activated chloride channel 1	TMEM206	ENSG00000065600	55248
HGNC:50552	Approved	PACERR	PTGS2 antisense NFKB1 complex-mediated expression regulator RNA		ENSG00000273129	103752588
HGNC:19152	Approved	PACRG	parkin coregulated		ENSG00000112530	135138
HGNC:27772	Approved	PACRG-AS1	PACRG antisense RNA 1		ENSG00000281692	285796
HGNC:40871	Approved	PACRG-AS2	PACRG antisense RNA 2		ENSG00000225437	101929239
HGNC:52053	Approved	PACRG-AS3	PACRG antisense RNA 3		ENSG00000225683	729658
HGNC:28442	Approved	PACRGL	parkin coregulated like	C4orf28	ENSG00000163138	133015
HGNC:30032	Approved	PACS1	phosphofurin acidic cluster sorting protein 1		ENSG00000175115	55690
HGNC:23794	Approved	PACS2	phosphofurin acidic cluster sorting protein 2	PACS1L	ENSG00000179364	23241
HGNC:8570	Approved	PACSIN1	protein kinase C and casein kinase substrate in neurons 1		ENSG00000124507	29993
HGNC:8571	Approved	PACSIN2	protein kinase C and casein kinase substrate in neurons 2		ENSG00000100266	11252
HGNC:8572	Approved	PACSIN3	protein kinase C and casein kinase substrate in neurons 3		ENSG00000165912	29763
HGNC:18367	Approved	PADI1	peptidyl arginine deiminase 1		ENSG00000142623	29943
HGNC:18341	Approved	PADI2	peptidyl arginine deiminase 2		ENSG00000117115	11240
HGNC:18337	Approved	PADI3	peptidyl arginine deiminase 3		ENSG00000142619	51702
HGNC:18368	Approved	PADI4	peptidyl arginine deiminase 4	PADI5	ENSG00000159339	23569
HGNC:20449	Approved	PADI6	peptidyl arginine deiminase 6		ENSG00000276747	353238
HGNC:8573	Approved	PAEP	progestagen associated endometrial protein		ENSG00000122133	5047
HGNC:49600	Approved	PAEPP1	progestagen associated endometrial protein pseudogene 1		ENSG00000224045	138159
HGNC:25459	Approved	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component		ENSG00000006712	54623
HGNC:8574	Approved	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	MDCR	ENSG00000007168	5048
HGNC:8574	Approved	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	MDS	ENSG00000007168	5048
HGNC:8577	Approved	PAFAH1B1P1	platelet activating factor acetylhydrolase 1b regulatory subunit 1 pseudogene 1	PAFAH1P1	ENSG00000214354	7845
HGNC:8578	Approved	PAFAH1B1P2	platelet activating factor acetylhydrolase 1b regulatory subunit 1 pseudogene 2	PAFAH1P2		27002
HGNC:8575	Approved	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2		ENSG00000168092	5049
HGNC:8576	Approved	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3		ENSG00000079462	5050
HGNC:8579	Approved	PAFAH2	platelet activating factor acetylhydrolase 2		ENSG00000158006	5051
HGNC:30043	Approved	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1		ENSG00000076641	55824
HGNC:4107	Approved	PAGE1	PAGE family member 1	GAGEB1	ENSG00000068985	8712
HGNC:31804	Approved	PAGE2	PAGE family member 2	GAGEC2	ENSG00000234068	203569
HGNC:31805	Approved	PAGE2B	PAGE family member 2B		ENSG00000238269	389860
HGNC:4110	Approved	PAGE3	PAGE family member 3	GAGED1	ENSG00000204279	139793
HGNC:4108	Approved	PAGE4	PAGE family member 4	GAGEC1	ENSG00000101951	9506
HGNC:29992	Approved	PAGE5	PAGE family member 5		ENSG00000158639	90737
HGNC:28707	Approved	PAGR1	PAXIP1 associated glutamate rich protein 1	C16orf53	ENSG00000280789	79447
HGNC:8582	Approved	PAH	phenylalanine hydroxylase		ENSG00000171759	5053
HGNC:8587	Approved	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	PAIS	ENSG00000128050	10606
HGNC:8588	Approved	PAICSP1	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 1		ENSG00000226055	780814
HGNC:8589	Approved	PAICSP2	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 2		ENSG00000228595	780815
HGNC:38096	Approved	PAICSP3	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 3		ENSG00000226840	780810
HGNC:38097	Approved	PAICSP4	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 4		ENSG00000254244	780813
HGNC:38098	Approved	PAICSP5	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 5		ENSG00000229877	780811
HGNC:38099	Approved	PAICSP6	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 6		ENSG00000241136	780812
HGNC:38100	Approved	PAICSP7	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 7		ENSG00000232293	780816
HGNC:16945	Approved	PAIP1	poly(A) binding protein interacting protein 1		ENSG00000172239	10605
HGNC:18240	Approved	PAIP1P1	poly(A) binding protein interacting protein 1 pseudogene 1		ENSG00000233892	100421582
HGNC:17970	Approved	PAIP2	poly(A) binding protein interacting protein 2		ENSG00000120727	51247
HGNC:29200	Approved	PAIP2B	poly(A) binding protein interacting protein 2B		ENSG00000124374	400961
HGNC:8590	Approved	PAK1	p21 (RAC1) activated kinase 1		ENSG00000149269	5058
HGNC:20882	Approved	PAK1IP1	PAK1 interacting protein 1		ENSG00000111845	55003
HGNC:8591	Approved	PAK2	p21 (RAC1) activated kinase 2		ENSG00000180370	5062
HGNC:8592	Approved	PAK3	p21 (RAC1) activated kinase 3	MRX30	ENSG00000077264	5063
HGNC:8592	Approved	PAK3	p21 (RAC1) activated kinase 3	MRX47	ENSG00000077264	5063
HGNC:16059	Approved	PAK4	p21 (RAC1) activated kinase 4		ENSG00000130669	10298
HGNC:15916	Approved	PAK5	p21 (RAC1) activated kinase 5	PAK7	ENSG00000101349	57144
HGNC:16061	Approved	PAK6	p21 (RAC1) activated kinase 6		ENSG00000137843	56924
HGNC:26144	Approved	PALB2	partner and localizer of BRCA2		ENSG00000083093	79728
HGNC:23530	Approved	PALD1	phosphatase domain containing paladin 1	PALD	ENSG00000107719	27143
HGNC:23530	Approved	PALD1	phosphatase domain containing paladin 1	KIAA1274	ENSG00000107719	27143
HGNC:17068	Approved	PALLD	palladin, cytoskeletal associated protein		ENSG00000129116	23022
HGNC:40789	Approved	PALLD-AS1	PALLD antisense RNA 1		ENSG00000249623	107986199
HGNC:8594	Approved	PALM	paralemmin		ENSG00000099864	5064
HGNC:15845	Approved	PALM2	paralemmin 2			
HGNC:33529	Approved	PALM2AKAP2	PALM2 and AKAP2 fusion	PALM2-AKAP2	ENSG00000157654	445815
HGNC:33274	Approved	PALM3	paralemmin 3		ENSG00000187867	342979
HGNC:15846	Approved	PALMD	palmdelphin	C1orf11	ENSG00000099260	54873
HGNC:8596	Approved	PAM	peptidylglycine alpha-amidating monooxygenase		ENSG00000145730	5066
HGNC:29679	Approved	PAM16	presequence translocase associated motor 16		ENSG00000217930	51025
HGNC:24554	Approved	PAMR1	peptidase domain containing associated with muscle regeneration 1		ENSG00000149090	25891
HGNC:20074	Approved	PAN2	poly(A) specific ribonuclease subunit PAN2	USP52	ENSG00000135473	9924
HGNC:29991	Approved	PAN3	poly(A) specific ribonuclease subunit PAN3		ENSG00000152520	255967
HGNC:39932	Approved	PAN3-AS1	PAN3 antisense RNA 1		ENSG00000261485	100288730
HGNC:52282	Approved	PANCR	PITX2 adjacent non-coding RNA		ENSG00000250103	110231149
HGNC:44048	Approved	PANDAR	promoter of CDKN1A antisense DNA damage activated RNA		ENSG00000281450	101154753
HGNC:8598	Approved	PANK1	pantothenate kinase 1	PANK	ENSG00000152782	53354
HGNC:15894	Approved	PANK2	pantothenate kinase 2	C20orf48	ENSG00000125779	80025
HGNC:15894	Approved	PANK2	pantothenate kinase 2	NBIA1	ENSG00000125779	80025
HGNC:40732	Approved	PANK2-AS1	PANK2 antisense RNA 1		ENSG00000229539	107985395
HGNC:19365	Approved	PANK3	pantothenate kinase 3		ENSG00000120137	79646
HGNC:19366	Approved	PANK4	pantothenate kinase 4 (inactive)		ENSG00000157881	55229
HGNC:51237	Approved	PANO1	proapoptotic nucleolar protein 1		ENSG00000274897	101927423
HGNC:49513	Approved	PANTR1	POU3F3 adjacent non-coding transcript 1	LINC01158	ENSG00000233639	100506421
HGNC:8599	Approved	PANX1	pannexin 1		ENSG00000110218	24145
HGNC:8600	Approved	PANX2	pannexin 2		ENSG00000073150	56666
HGNC:20573	Approved	PANX3	pannexin 3		ENSG00000154143	116337
HGNC:20837	Approved	PAOX	polyamine oxidase		ENSG00000148832	196743
HGNC:19262	Approved	PAPLN	papilin, proteoglycan like sulfated glycoprotein		ENSG00000100767	89932
HGNC:14981	Approved	PAPOLA	poly(A) polymerase alpha		ENSG00000090060	10914
HGNC:15970	Approved	PAPOLB	poly(A) polymerase beta		ENSG00000218823	56903
HGNC:14982	Approved	PAPOLG	poly(A) polymerase gamma		ENSG00000115421	64895
HGNC:8602	Approved	PAPPA	pappalysin 1		ENSG00000182752	5069
HGNC:35152	Approved	PAPPA-AS1	PAPPA antisense RNA 1	PAPPAS	ENSG00000256040	493913
HGNC:35160	Approved	PAPPA-AS2	PAPPA antisense RNA 2		ENSG00000226604	103611155
HGNC:14615	Approved	PAPPA2	pappalysin 2	PLAC3	ENSG00000116183	60676
HGNC:8603	Approved	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1		ENSG00000138801	9061
HGNC:8604	Approved	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2		ENSG00000198682	9060
HGNC:30130	Approved	PAQR3	progestin and adipoQ receptor family member 3		ENSG00000163291	152559
HGNC:26386	Approved	PAQR4	progestin and adipoQ receptor family member 4		ENSG00000162073	124222
HGNC:29645	Approved	PAQR5	progestin and adipoQ receptor family member 5		ENSG00000137819	54852
HGNC:30132	Approved	PAQR6	progestin and adipoQ receptor family member 6		ENSG00000160781	79957
HGNC:23146	Approved	PAQR7	progestin and adipoQ receptor family member 7		ENSG00000182749	164091
HGNC:15708	Approved	PAQR8	progestin and adipoQ receptor family member 8	C6orf33	ENSG00000170915	85315
HGNC:30131	Approved	PAQR9	progestin and adipoQ receptor family member 9		ENSG00000188582	344838
HGNC:50861	Approved	PAQR9-AS1	PAQR9 antisense RNA 1		ENSG00000241570	101927832
HGNC:53772	Approved	PARAL1	PPARG activating RBM14 associated lncRNA 1		ENSG00000243961	101929371
HGNC:16051	Approved	PARD3	par-3 family cell polarity regulator		ENSG00000148498	56288
HGNC:44964	Approved	PARD3-AS1	PARD3 antisense RNA 1		ENSG00000226386	100505601
HGNC:14446	Approved	PARD3B	par-3 family cell polarity regulator beta	ALS2CR19	ENSG00000116117	117583
HGNC:15943	Approved	PARD6A	par-6 family cell polarity regulator alpha		ENSG00000102981	50855
HGNC:16245	Approved	PARD6B	par-6 family cell polarity regulator beta		ENSG00000124171	84612
HGNC:16076	Approved	PARD6G	par-6 family cell polarity regulator gamma		ENSG00000178184	84552
HGNC:44109	Approved	PARD6G-AS1	PARD6G antisense RNA 1		ENSG00000267270	100130522
HGNC:8605	Approved	PARG	poly(ADP-ribose) glycohydrolase		ENSG00000227345	8505
HGNC:45008	Approved	PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1		ENSG00000239883	728407
HGNC:8608	Entry Withdrawn	PARK3	Parkinson disease 3 (autosomal dominant, Lewy body)			
HGNC:16369	Approved	PARK7	Parkinsonism associated deglycase		ENSG00000116288	11315
HGNC:17833	Entry Withdrawn	PARK10	Parkinson disease 10 (susceptibility)			
HGNC:17963	Entry Withdrawn	PARK11	Parkinson disease 11 (autosomal recessive, early onset)			
HGNC:34510	Entry Withdrawn	PARK12	Parkinson disease 12 (susceptibility)			
HGNC:37450	Entry Withdrawn	PARK16	Parkinson disease 16 (susceptibility)			
HGNC:18253	Approved	PARL	presenilin associated rhomboid like	PSARL	ENSG00000175193	55486
HGNC:24536	Approved	PARM1	prostate androgen-regulated mucin-like protein 1		ENSG00000169116	25849
HGNC:41051	Approved	PARM1-AS1	PARM1 antisense RNA 1		ENSG00000249717	100507388
HGNC:8609	Approved	PARN	poly(A)-specific ribonuclease		ENSG00000140694	5073
HGNC:270	Approved	PARP1	poly(ADP-ribose) polymerase 1	PPOL	ENSG00000143799	142
HGNC:270	Approved	PARP1	poly(ADP-ribose) polymerase 1	ADPRT	ENSG00000143799	142
HGNC:275	Approved	PARP1P1	poly(ADP-ribose) polymerase 1 pseudogene 1	PPOLP1	ENSG00000227105	144
HGNC:275	Approved	PARP1P1	poly(ADP-ribose) polymerase 1 pseudogene 1	ADPRTP1	ENSG00000227105	144
HGNC:276	Approved	PARP1P2	poly(ADP-ribose) polymerase 1 pseudogene 2	PPOLP2	ENSG00000258995	145
HGNC:276	Approved	PARP1P2	poly(ADP-ribose) polymerase 1 pseudogene 2	ADPRTP2	ENSG00000258995	145
HGNC:272	Approved	PARP2	poly(ADP-ribose) polymerase 2	ADPRTL2	ENSG00000129484	10038
HGNC:273	Approved	PARP3	poly(ADP-ribose) polymerase family member 3	ADPRTL3	ENSG00000041880	10039
HGNC:271	Approved	PARP4	poly(ADP-ribose) polymerase family member 4	ADPRTL1	ENSG00000102699	143
HGNC:42806	Entry Withdrawn	PARP4-AS1	PARP4 antisense RNA 1			
HGNC:18500	Approved	PARP4P1	poly(ADP-ribose) polymerase family member 4 pseudogene 1	ADPRTL1P	ENSG00000237917	347613
HGNC:18500	Approved	PARP4P1	poly(ADP-ribose) polymerase family member 4 pseudogene 1	PARP4P	ENSG00000237917	347613
HGNC:37760	Approved	PARP4P2	poly(ADP-ribose) polymerase family member 4 pseudogene 2		ENSG00000224976	645771
HGNC:274	Approved	PARP4P3	poly(ADP-ribose) polymerase family member 4 pseudogene 3	ADPRTL4	ENSG00000249263	107133524
HGNC:26921	Approved	PARP6	poly(ADP-ribose) polymerase family member 6		ENSG00000137817	56965
HGNC:26124	Approved	PARP8	poly(ADP-ribose) polymerase family member 8		ENSG00000151883	79668
HGNC:24118	Approved	PARP9	poly(ADP-ribose) polymerase family member 9		ENSG00000138496	83666
HGNC:25895	Approved	PARP10	poly(ADP-ribose) polymerase family member 10		ENSG00000178685	84875
HGNC:1186	Approved	PARP11	poly(ADP-ribose) polymerase family member 11	C12orf6	ENSG00000111224	57097
HGNC:40103	Approved	PARP11-AS1	PARP11 antisense RNA 1		ENSG00000256862	105369609
HGNC:21919	Approved	PARP12	poly(ADP-ribose) polymerase family member 12	ZC3HDC1	ENSG00000059378	64761
HGNC:29232	Approved	PARP14	poly(ADP-ribose) polymerase family member 14		ENSG00000173193	54625
HGNC:26876	Approved	PARP15	poly(ADP-ribose) polymerase family member 15		ENSG00000173200	165631
HGNC:26040	Approved	PARP16	poly(ADP-ribose) polymerase family member 16	C15orf30	ENSG00000138617	54956
HGNC:26074	Approved	PARPBP	PARP1 binding protein	C12orf48	ENSG00000185480	55010
HGNC:30563	Approved	PARS2	prolyl-tRNA synthetase 2, mitochondrial		ENSG00000162396	25973
HGNC:17263	Approved	PART1	prostate androgen-regulated transcript 1		ENSG00000152931	25859
HGNC:50886	Approved	PARTICL	promoter of MAT2A antisense radiation-induced circulating long non-coding RNA		ENSG00000286532	100630918
HGNC:14652	Approved	PARVA	parvin alpha	MXRA2	ENSG00000197702	55742
HGNC:14653	Approved	PARVB	parvin beta		ENSG00000188677	29780
HGNC:14654	Approved	PARVG	parvin gamma		ENSG00000138964	64098
HGNC:20686	Approved	PASD1	PAS domain containing repressor 1		ENSG00000166049	139135
HGNC:17270	Approved	PASK	PAS domain containing serine/threonine kinase		ENSG00000115687	23178
HGNC:24664	Approved	PATE1	prostate and testis expressed 1		ENSG00000171053	160065
HGNC:32249	Approved	PATE2	prostate and testis expressed 2	C11orf38	ENSG00000196844	399967
HGNC:35426	Approved	PATE3	prostate and testis expressed 3		ENSG00000236027	100169851
HGNC:35427	Approved	PATE4	prostate and testis expressed 4		ENSG00000237353	399968
HGNC:28881	Approved	PATJ	PATJ crumbs cell polarity complex component	INADL	ENSG00000132849	10207
HGNC:26721	Approved	PATL1	PAT1 homolog 1, processing body mRNA decay factor		ENSG00000166889	219988
HGNC:33630	Approved	PATL2	PAT1 homolog 2		ENSG00000229474	197135
HGNC:13071	Approved	PATZ1	POZ/BTB and AT hook containing zinc finger 1	ZNF278	ENSG00000100105	23598
HGNC:49670	Approved	PAUPAR	PAX6 upstream antisense RNA		ENSG00000281880	103157000
HGNC:8614	Approved	PAWR	pro-apoptotic WT1 regulator		ENSG00000177425	5074
HGNC:45201	Approved	PAWRP1	pro-apoptotic WT1 regulator pseudogene 1		ENSG00000225533	100420526
HGNC:45202	Approved	PAWRP2	pro-apoptotic WT1 regulator pseudogene 2			100420535
HGNC:8615	Approved	PAX1	paired box 1		ENSG00000125813	5075
HGNC:8616	Approved	PAX2	paired box 2		ENSG00000075891	5076
HGNC:8617	Approved	PAX3	paired box 3	WS1	ENSG00000135903	5077
HGNC:8618	Approved	PAX4	paired box 4		ENSG00000106331	5078
HGNC:8619	Approved	PAX5	paired box 5		ENSG00000196092	5079
HGNC:8620	Approved	PAX6	paired box 6	AN1	ENSG00000007372	5080
HGNC:8620	Approved	PAX6	paired box 6	AN2	ENSG00000007372	5080
HGNC:53448	Approved	PAX6-AS1	PAX6 antisense RNA 1			440034
HGNC:8621	Approved	PAX7	paired box 7		ENSG00000009709	5081
HGNC:8622	Approved	PAX8	paired box 8		ENSG00000125618	7849
HGNC:49271	Approved	PAX8-AS1	PAX8 antisense RNA 1		ENSG00000189223	654433
HGNC:8623	Approved	PAX9	paired box 9		ENSG00000198807	5083
HGNC:13579	Approved	PAXBP1	PAX3 and PAX7 binding protein 1	C21orf66	ENSG00000159086	94104
HGNC:13579	Approved	PAXBP1	PAX3 and PAX7 binding protein 1	GCFC1	ENSG00000159086	94104
HGNC:39603	Approved	PAXBP1-AS1	PAXBP1 antisense RNA 1	GCFC1-AS1	ENSG00000238197	100506215
HGNC:50352	Approved	PAXBP1P1	PAX3 and PAX7 binding protein 1 pseudogene 1		ENSG00000233489	106481704
HGNC:8624	Approved	PAXIP1	PAX interacting protein 1	PAXIP1L	ENSG00000157212	22976
HGNC:27328	Approved	PAXIP1-AS1	PAXIP1 antisense RNA 1 (head to head)		ENSG00000273344	202781
HGNC:48958	Approved	PAXIP1-AS2	PAXIP1 antisense RNA 2	PAXIP1OS	ENSG00000214106	100132707
HGNC:27849	Approved	PAXX	PAXX non-homologous end joining factor	C9orf142	ENSG00000148362	286257
HGNC:8625	Entry Withdrawn	PBCRA1	progressive bifocal chorioretinal atrophy 1			
HGNC:28790	Approved	PBDC1	polysaccharide biosynthesis domain containing 1	CXorf26	ENSG00000102390	51260
HGNC:8627	Entry Withdrawn	PBG1	pancreatic beta cell glycoprotein 1			
HGNC:18282	Approved	PBK	PDZ binding kinase		ENSG00000168078	55872
HGNC:23301	Approved	PBLD	phenazine biosynthesis like protein domain containing		ENSG00000108187	64081
